"book_title","paper_id","dc_type","authors","year","source","keyword"
"Bathymetric Changes Related to Wave and Flood in the Tenryu River Delta-front, Japan","ISOPE-I-14-392","conference-paper","Okabe, Takumi, Toyohashi University of Technology | Kato, Shigeru, Toyohashi University of Technology | Takaoka, Kakeru, Toyohashi University of Technology",2014,"ISOPE","'big+data'"
"Delivering Efficiencies to Well Intervention Management Planning, Tracking and MIS by Automation","SPE-185410-MS","conference-paper","Upadhyaya, Akhilesh, Cairn India Limited | Gosain, Sonali, Cairn India Limited | Dhiman, Mansi, Cairn India Limited | Kothiyal, Manish Dutt, Cairn India Limited | Jetley, Shailendra, Cairn India Limited",2017,"SPE","'big+data'"
"An Integrated Approach to Operational Risk Management – The Role of Process Safety Management","SPE-184477-MS","conference-paper","Neill, Mike, Petrotechnics",2017,"SPE","'big+data'"
"Drilling Data Provide Solution to Horizontal Well Log Costs","SPE-0815-0035-JPT","journal-paper","Parshall, Joel, JPT Features Editor",2015,"SPE","'big+data'"
"Evolution of Cyber Threats and the Development of New Security Architecture","WPC-22-2614","conference-paper","Ciepiela, Piotr, EY | Venkateshwaran, Bala V., EY",2017,"WPC","'big+data'"
"New Method for Predicting Production Boosts Accuracy for Carbonate Reservoirs","SPE-1018-0067-JPT","journal-paper","Wilson, Adam, JPT Special Publications Editor",2018,"SPE","'big+data'"
"Feature Selection-Based ANN for Improved Characterization of Carbonate Reservoir","SPE-178029-MS","conference-paper","Akande, Kabiru O., King Fahd University of Petroleum and Minerals | Olatunji, Sunday O., University of Dammam | Owolabi, Taoreed O., King Fahd University of Petroleum and Minerals | AbdulRaheem, AbdulAzeez, King Fahd University of Petroleum and Minerals",2015,"SPE","'big+data'"
"Estimation of pressure-saturation and porosity fields from seismic acoustic impedance data using an ensemble-based method","SEG-2017-17699721","conference-paper","Bhakta, Tuhin, International Research Institute of Stavanger (IRIS) | Luo, Xiaodong, International Research Institute of Stavanger (IRIS) | Lorentzen, Rolf, International Research Institute of Stavanger (IRIS) | Nævdal, Geir, International Research Institute of Stavanger (IRIS)",2017,"SEG","'big+data'"
"Digital Revolution: How Digital Technologies Will Transform E&P Business Models in Asia-Pacific","SPE-187027-MS","conference-paper","Volkenborn, Arnold, Accenture Strategy Energy | Lea-Cox, Andrew, Accenture Strategy Energy | Tan, Wei Yi, Accenture Strategy Energy",2017,"SPE","'big+data'"
"Investigation Wettability Contact Angle Measurement in Kuwaiti Heavy Oil Reservoir and Modeling Using 2D Imaging Technologies","SPE-193706-MS","conference-paper","Al-Bazzaz, Waleed, Kuwait Institute for Scientific Research | AlMuddhhi, Salah, Kuwait University | AlOstath, Mohammed, Kuwait Institute for Scientific Research",2018,"SPE","'big+data'"
"Approaching the Superior Management of Explosion Protection Equipment in Mature Field's Hazardous Area","OTC-28344-MS","conference-paper","Kasempong, S., PTT Exploration and Production PCL | Kanokwareerat, N., PTT Exploration and Production PCL | Phianloetworakun, P., PTT Exploration and Production PCL | Sawattanakit, N., PTT Exploration and Production PCL | Udomsri, J., PTT Exploration and Production PCL",2018,"OTC","'big+data'"
"Q&A: An Interview With Halliburton CEO Jeff Miller","SPE-0218-0043-JPT","journal-paper","Donnelly, John, JPT Editor",2018,"SPE","'big+data'"
"ERA:Production – an integrated platform for increasing the efficiency of the operation of the artificial lift and oil fields (Russian)","OIJ-2017-12-060-063-RU","journal-paper","Shushakov, A. A., Gazprom Neft PJSC, RF, Saint-Petersburg | Bilinchuk, A. V., Gazprom Neft PJSC, RF, Saint-Petersburg | Pavlechko, N. M., Gazprom Neft PJSC, RF, Saint-Petersburg | Khalikov, F. N., Gazprom Neft PJSC, RF, Saint-Petersburg | Suleymanov, A. G., Gazpromneft NTC LLC, RF, Saint-Petersburg | Sitnikov, A. N., Gazpromneft NTC LLC, RF, Saint-Petersburg | Slabetski, A. A., Gazpromneft NTC LLC, RF, Saint-Petersburg | Teplyakov, N. F., Gazpromneft NTC LLC, RF, Saint-Petersburg",2017,"OIJ","'big+data'"
"Digitalization of Safety Lifecycle Compliance for Operational Excellence.","SPE-193107-MS","conference-paper","Kapadia, Yusuf, Schneider Electric | Elliott, Steve, Schneider Electric",2018,"SPE","'big+data'"
"Machine Learning Can Enhance and Add Jobs","SPE-0718-0035-JPT","journal-paper","Parshall, Joel, JPT Features Editor",2018,"SPE","'big+data'"
"Guest Editorial: Higher Capability, Lower Costs With Cloud Subsurface Data Management","SPE-0718-0014-JPT","journal-paper","Neely, Joe, Wipro Limited | Upadhya, Vasuki, Wipro Limited",2018,"SPE","'big+data'"
"Application of POCS Interpolation to Exploration","SEG-2010-3565","conference-paper","Stein, Jaime A., Geotrace | Boyer, Scott, Geotrace | Hellman, Kevin, Geotrace | Weigant, John, Geotrace",2010,"SEG","'big+data'"
"Digital Transformation: Social Impact Assessment and Management","SPE-190537-MS","conference-paper","Brusset, Emery, Social Terrain | Grunenberg, Kristina, Social Terrain",2018,"SPE","'big+data'"
"Verification and Validation of Computational Modeling in Energy Systems","OTC-28647-MS","conference-paper","Sharma, Vinod, P.E.; Exponent, Inc. | Freitas, Christopher J., SwRI | Kim, Minsu, Wood, plc | Bell, Jennifer, Elements Offshore / ASME V&V 60 Chair",2018,"OTC","'big+data'"
"Accelerating the Uptake Cycle Through Collaboration, Outsourcing","SPE-1016-0040-JPT","journal-paper","Jacobs, Trent, JPT Senior Technology Writer",2016,"SPE","'big+data'"
"Guest Editorial: Delivering Long-Term Value in E&P","SPE-0318-0014-JPT","journal-paper","Albert, James, KPMG",2018,"SPE","'big+data'"
"Optimization of Completion and Well Spacing for Development of Multi-Stacked Reservoirs Using Integration of Data Analytics, Geomechanics and Reservoir Flow Modeling","URTEC-2897656-MS","conference-paper","Min, Kyoung Suk, Anadarko Petroleum Corporation | Sen, Vikram, Anadarko Petroleum Corporation | Ji, Lujun, Anadarko Petroleum Corporation | Sullivan, Richard B., Anadarko Petroleum Corporation",2018,"URTEC","'big+data'"
"Predicting ESP Lifespan With Machine Learning","URTEC-2669988-MS","conference-paper","Sneed, Jessamyn, Devon Energy Corporation",2017,"URTEC","'big+data'"
"SPE Annual Conference Confronts the Future","SPE-1116-0032-JPT","journal-paper","Donnelly, John, JPT Editor | Rassenfoss, Stephen, JPT Emerging Technology Senior Editor | Jacobs, Trent, JPT Senior Technology Writer",2016,"SPE","'big+data'"
"Automated Real time Data Cleansing and Summarization; Case Study on Drilling Hook load Real time Data","SPE-176755-MS","conference-paper","Al Gharbi, Salem H, Saudi Aramco | Al sanie, Faisal S., Saudi Aramco | Al Zayer, Majed R, Saudi Aramco",2015,"SPE","'big+data'"
"Innovative Strategy Decision and Portfolio Assets Analysis Instrument – Permanent Model of On-Line Reserves and Resources Monitoring","SPE-191603-18RPTC-MS","conference-paper","Zaharova, Oksana, LLC Gazpromneft Science & Technology Centre | Teplouhova, Irina, LLC Gazpromneft Science & Technology Centre | Islamuratov, Marat, PJSC Gazprom Neft | Kisurina, Anastasiya, LLC Gazpromneft Science & Technology Centre | Panfilova, Elena, LLC Gazpromneft Science & Technology Centre | Stepanova, Valeriya, LLC Gazpromneft Science & Technology Centre | Ershov, Aleksandr, LLC Gazpromneft Science & Technology Centre",2018,"SPE","'big+data'"
"Machine Learning and Natural Language Processing for Automated Analysis of Drilling and Completion Data","SPE-192280-MS","conference-paper","Castiñeira, David, Quantum Reservoir Impact | Toronyi, Robert, Quantum Reservoir Impact | Saleri, Nansen, Quantum Reservoir Impact",2018,"SPE","'big+data'"
"Outlier Analysis: A Systematic Method for Distinguishing Between Sub-Surface and Engineering Influence on Well Performance in the Montney","URTEC-2902668-MS","conference-paper","Todea, Felix, Shell Canada | Stephenson, Ben, Shell Canada | Tomlinson, Alexa, Shell Canada | Pratt, Heidi, Shell Canada | Williams, Will, Shell Canada | Acosta, Luis, Shell Canada | Eggenkamp, Irma, Shell Canada | Speidel, Brad, Shell Canada",2018,"URTEC","'big+data'"
"Predicting & Preventing: Using Leading Indicators to Assess Safety Performance","ASSE-12-715","conference-paper","Pettinger, Chuck B., Predictive Solutions",2012,"ASSE","'big+data'"
"Digital Transformation and IIoT for Oil and Gas Production","OTC-28643-MS","conference-paper","Berge, Jonas, Emerson Automation Solutions",2018,"OTC","'big+data'"
"How IT Technology Is Changing the Established Approach to Safety and Reducing Operational Risks","SPE-171313-MS","conference-paper","Rykov, Kirill, LCC SAP CIS",2014,"SPE","'big+data'"
"Applying Data Management and Visualization to OPEX Reduction and Improved Asset Integrity Programs","SPE-187217-MS","conference-paper","Arciero, B. V., Murphy Exploration & Production Company | Ismail, H., Murphy Exploration & Production Company",2017,"SPE","'big+data'"
"Chasing Middle Cretaceous Stratigraphic Traps in Offshore Abu Dhabi by Incorporating 3D Seismic Data into Machine Learning Methodology","SPE-192657-MS","conference-paper","Caeiro, Maria Helena, ADNOC | Neves, Fernando, ADNOC | Taher, Ahmed, ADNOC",2018,"SPE","'big+data'"
"Adopting Cloud Technology to Enhance The Digital Oilfield","IPTC-18499-MS","conference-paper","Pickering, J G, Geologix Systems Integration Ltd | Sengupta, S, Geologix Systems Integration Ltd | Pfitzinger, M, Geologix Systems Integration Ltd",2015,"IPTC","'big+data'"
"Study on the Classification and Formation Mechanism of Microscopic Remaining Oil in High Water Cut Stage Based on Machine Learning","SPE-188228-MS","conference-paper","Zhao, Yuyun, China University of Petroleum | Jiang, Hanqiao, China University of Petroleum | Li, Junjian, China University of Petroleum | Wang, Chuan, China University of Petroleum | Gao, Yajun, China University of Petroleum | Yu, Fuwei, China University of Petroleum | Su, Hang, China University of Petroleum",2017,"SPE","'big+data'"
"Additive Manufacturing and 3D Printing for Oil and Gas - Transformative Potential and Technology Constraints","ISOPE-I-14-595","conference-paper","Camisa, Joseph A., ExxonMobil Technical Computing Company | Verma, Vinit, ExxonMobil Technical Computing Company | Marler, David O., ExxonMobil Research and Engineering | Madlinger, Adam, ExxonMobil Research and Engineering",2014,"ISOPE","'big+data'"
"Measuring Drilling Standardization Using Approximate String Matching","SPE-170820-MS","conference-paper","Montgomery, Justin B., Massachusetts Institute of Technology | O'Sullivan, Francis M., Massachusetts Institute of Technology",2014,"SPE","'big+data'"
"Upstream Opportunities in North Africa Depend on Advanced Technical Knowledge","SPE-1215-0050-JPT","journal-paper","Henni, Abdelghani, JPT Middle East Editor",2015,"SPE","'big+data'"
"Real-time Monitoring for Safety, Health and Environmental Compliance","ASSE-15-626","conference-paper","Brauch, Robert G.,",2015,"ASSE","'big+data'"
"Reducing risk in exploration by rock physics template screening on large open file databases","SEG-2017-17726890","conference-paper","Rabbel, Ole, University of Oslo | Smith, Dominic, Statoil ASA | ødegaard, Erik, Statoil ASA | Toxopeus, Gerrit, Statoil ASA",2017,"SEG","'big+data'"
"Guest Editorial: Changing How We Manage HSE: Getting to Zero","SPE-0416-0014-JPT","journal-paper","Hinton, Jack, Baker Hughes",2016,"SPE","'big+data'"
"The Internet of Things IoT and Security : A Practical Strategy to Secure an OT and IT Integrated Process Control Domain","SPE-181002-MS","conference-paper","Irons-Mclean, R., Cisco Systems | Greengrass, J., Cisco Systems",2016,"SPE","'big+data'"
"Cyberattacks Pose Increasing Industry Threat","SPE-0118-0036-JPT","journal-paper","Parshall, Joel, JPT Features Editor",2018,"SPE","'big+data'"
"Guest Editorial: Putting the Power Into Empowerment To Drive Digitalization","SPE-0818-0014-JPT","journal-paper","Heilmann, Matthias, Baker Hughes",2018,"SPE","'big+data'"
"Q&A with Mario Ruscev, Chief Technology Officer, Baker Hughes","SPE-1015-0054-JPT","journal-paper","Henni, Abdelghani, JPT Middle East Editor | Ruscev, Mario, Baker Hughes",2015,"SPE","'big+data'"
"Community Consensus: Herding Cats Along the Strategic Roadway","SPE-0518-0010-JPT","journal-paper","Spady, Darcy, 2018 SPE President",2018,"SPE","'big+data'"
"Simulation Analysis With Association-Rule Mining Plus High-Dimensional Visualization","SPE-0716-0065-JPT","journal-paper","Wilson, Adam, JPT Special Publications Editor",2016,"SPE","'big+data'"
"Analyzing Well Events To Increase Oil Recovery","SPE-0814-0029-JPT","journal-paper","Bailey, R., BP | Lu, Z., BP | Shirzadi, S., BP | Ziegel, E., BP",2014,"SPE","'big+data'"
"Advancement in computational geophysics in China","SEG-2016-13856491","conference-paper","Liu, Hong, Chinese Academy of Sciences",2016,"SEG","'big+data'"
"Risk and Reward: Talent Everywhere","SPE-0317-0010-JPT","journal-paper","Judah, Janeen, 2017 SPE President",2017,"SPE","'big+data'"
"Geological Facies Prediction Using Computed Tomography in a Machine Learning and Deep Learning Environment","URTEC-2901881-MS","conference-paper","Odi, Uchenna, Devon Energy Corporation | Nguyen, Thomas, Devon Energy Corporation",2018,"URTEC","'big+data'"
"AGRI- Seguridad ""La Nueva Frontera""","ASSE-14-S72-SP","conference-paper","Canizales, Tony, DiBuduo y DeFendis Agencia de Seguros | Zarate, David, DiBuduo y DeFendis Agencia de Seguros",2014,"ASSE","'big+data'"
"Correlation Between Static and Dynamic Elastic Modulus of Limestone Formations Using Artificial Neural Networks","ARMA-2018-247","conference-paper","Rashidi, M., Australian College of Kuwait | Hajipour, M., Islamic Azad University | Asadi, A., Islamic Azad University",2018,"ARMA","'big+data'"
"On the cusp of change for Learning in the Oil & Gas Industry","SEG-2018-2991608","conference-paper","Detomo, Dr. Rocco, Omoted Geophysical Consulting, LLC",2018,"SEG","'big+data'"
"Implementation of Drilling Systems Automation - Halifax Workshop Summary: Industry Standards, Business Models and Next Steps","SPE-174779-MS","conference-paper","Florence, Fred, Rig Operations, LLC | Chapman, Clinton, Schlumberger | Macpherson, John, Baker Hughes | Cavanaugh, Martin, Cavanaugh Consulting",2015,"SPE","'big+data'"
"LEED, Lean, Liderazgo y Sostenibilidad Global para Resultados Internacionales en SH&E","ASSE-14-S52-SP","conference-paper","Franco, Anibal, HJ Russell & Company | Cárdenas, Paola, _ | Vargas, Michelle, _",2014,"ASSE","'big+data'"
"Accelerating the Learning Curve of Next Generation Exploration and Production Workforce through Smart Data and Knowledge Environment","SPE-181594-MS","conference-paper","David, Richard Mohan, Abu Dhabi Company For Onshore Petroleum Operations Ltd.",2016,"SPE","'big+data'"
"The Promise of a Holistic Digital Strategy for Corrosion and Integrity Management","NACE-2018-10831","conference-paper","Haarseth, Cecilie A., ExxonMobil Upstream Research Company | Norman, David A., ExxonMobil Upstream Research Company",2018,"NACE","'big+data'"
"Neutron-star seismic, an ultra-dense 3D acquisition and processing test","SPE-171760-MS","conference-paper","Keggin, James, BP | Ourabah, Amine, BP | Ellis, David, BP | Grimshaw, Martin, CGG | Kowalczyk-Kedzierska, Monika, CGG | Murray, Eamonn, CGG | Cooper, Sharon, CGG",2014,"SPE","'big+data'"
"A Multi-Faceted Approach to Global Hand Injury Prevention","ASSE-14-780","conference-paper","Glenn, Dean, Remy International, Inc. | Sarkus, David J., David Sarkus International Inc.",2014,"ASSE","'big+data'"
"Risk Control in the Emerging World—What’s the Future?","ASSE-14-784","conference-paper","Ryder, Lucy, Liberty Mutual Insurance | Badeau, Charles, Liberty Mutual Insurance",2014,"ASSE","'big+data'"
"The Humor in Safety—Spicing Up Your Presentation!","ASSE-14-764","conference-paper","Page-Bottorff, Tim, SafeStart®",2014,"ASSE","'big+data'"
"Energy Security in the Los Angeles Basin: A New Look at an Old Treasure","SPE-174029-MS","conference-paper","Paul, D.L., University of Southern California | Asaithambi, R., University of Southern California | Ershaghi, I., University of Southern California | Crompton, J., University of Southern California | Gautier, D., University of Southern California",2015,"SPE","'big+data'"
"AGRI-Seguridad “The New Frontier”","ASSE-14-S72","conference-paper","Canizales, Tony, DiBuduo y DeFendis Agencia de Seguros | Zarate, David, DiBuduo y DeFendis Agencia de Seguros",2014,"ASSE","'big+data'"
"Global LEED, Lean, Leadership & Sustainability - For SH&E International Results","ASSE-14-S52","conference-paper","Franco, Anibal, HJ Russell & Company | Cárdenas, Paola, _ | Vargas, Michelle, _",2014,"ASSE","'big+data'"
"Application of the Combined Real-Time Petrophysical and Geosteering Model to Increase Drilling Efficiency","SPE-191689-18RPTC-MS","conference-paper","Koryabkin, Vitaliy, Science and Technology Center of Gazprom Neft | Stishenko, Sergei, Geosteering Technologies Ltd. | Kolba, Pavel, Science and Technology Center of Gazprom Neft | Tatur, Olga, Geosteering Technologies Ltd.",2018,"SPE","'big+data'"
"Revealing Patterns within the Drilling Reports Using Text Mining Techniques for Efficient Knowledge Management","SPE-184062-MS","conference-paper","Arumugam, Sethupathi, Infosys Limited | Gupta, Sanjay, Infosys Limited | Patra, Biswaranjan, Infosys Limited | Rajan, Shebi, Infosys Limited | Agarwal, Satyam, Infosys Limited",2016,"SPE","'big+data'"
"Workplace Ergonomics: Is It All Pixie Dust? Moving Your Program from Imaginary to Reality","ASSE-14-504","conference-paper","Button, Bob, Safety In Motion, Inc. | Howarth, Bob, Walt Disney Parks & Resorts",2014,"ASSE","'big+data'"
"Case Study: Effective Collection and Delivery of Depth-Indexed Well Data","SPE-165922-MS","conference-paper","Papadimitriou, G., Mubadala Petroleum | Kozman, J. B, Mubadala Petroleum | Wright, D. G., Mubadala Petroleum",2013,"SPE","'big+data'"
"Applications of Mixed Reality in Process Safety and Operational Integrity","SPE-190493-MS","conference-paper","Kulkarni, Ashish, Bell Energy Services UK Limited | Kulkarni, Amey, Bell Energy Services UK Limited",2018,"SPE","'big+data'"
"Management System Benefits, Risk Ranking and Change Management","ASSE-14-704","conference-paper","Bell, Herbert L.G., Invictus Environmental Safety Solutions, Inc. | Prisby, Mary L., 3M Company",2014,"ASSE","'big+data'"
"Fundamentals of SH&E: Risk Management 101F","ASSE-14-722","conference-paper","Stegall, Diana M., Loss Control Consultant",2014,"ASSE","'big+data'"
"Safe Work Authorized Procedures (SWAP)","ASSE-14-742","conference-paper","Krug, Terry W., EXOSHA, Inc.",2014,"ASSE","'big+data'"
"Lockout/Tagout Best Practices","ASSE-14-746","conference-paper","Dudgeon, Matthew T., Master Lock Company, LLC",2014,"ASSE","'big+data'"
"Environmental Health and Safety Issues Affecting a K-12 School District","ASSE-14-652","conference-paper","Travous, Juliette, Parkway School District",2014,"ASSE","'big+data'"
"Fundamentals of SH&E: Environment 101D","ASSE-14-645","conference-paper","Brakensiek, Jay C., _",2014,"ASSE","'big+data'"
"Fundamentals of SH&E: Workplace Health 101E","ASSE-14-670","conference-paper","Langlois, C. David, Langlois, Weigand & Associates, Inc.",2014,"ASSE","'big+data'"
"Implementing NFPA 70E for Arc Flash Safety","ASSE-14-666","conference-paper","Lewellyn, Daryn, Lewellyn Technology",2014,"ASSE","'big+data'"
"Keys to the “C”: How Sustainability Can Unlock Doors at the Highest Levels","ASSE-14-691","conference-paper","Rega, Michael E., The Ecliptic Consulting Group, Inc.",2014,"ASSE","'big+data'"
"ANSI Z590.3, Prevention through Design: Where Are We Now?","ASSE-14-693","conference-paper","Shulenberger, Chris, _ | Heidel, Donna, _ | Guerin, Jeanne, _ | Faville, Barbara, _ | Nocco, Robert, _",2014,"ASSE","'big+data'"
"Fundamentals of SH&E: Fire Protection 101C","ASSE-14-622","conference-paper","Musur, Stephen J., Chubb Group of Insurance Companies",2014,"ASSE","'big+data'"
"Utilizing Consensus Standards in the Prevention of Slip, Trip and Fall Injuries","ASSE-14-641","conference-paper","Janson, Christopher, HJA Safety Consultants, LLC | Vidal, Keith, Vidal Engineering, LC",2014,"ASSE","'big+data'"
"Out of Sight - Out of Mind: The Consequences of an Incidental Fleet”","ASSE-14-620","conference-paper","Bain, Keith, Chubb Group of Insurance Companies",2014,"ASSE","'big+data'"
"Culture of Correct: Developing a Worldwide Safety System","ASSE-14-560","conference-paper","Schneider, Andrew, Caterpillar Inc. | Williamsen, Michael, Caterpillar Inc.",2014,"ASSE","'big+data'"
"12 Key Words for the Safety Professional","ASSE-14-541","conference-paper","Kendrick, James (Skipper), Kendrick Global Enterprises, LLC",2014,"ASSE","'big+data'"
"Lockout/Tagout Risk Assessment: Evaluating Alternative Energy Control","ASSE-14-537","conference-paper","Zoubek, Paul A., Zoubek Consulting, LLC",2014,"ASSE","'big+data'"
"What an Effective Working Workers’ Compensation Program Should Include","ASSE-14-538","conference-paper","Schiavi, Anthony R., The Boston Globe",2014,"ASSE","'big+data'"
"Fundamentals of SH&E: Overview of Regulatory Compliance 101A","ASSE-14-522","conference-paper","Fisher, Tim, American Society of Safety Engineers | Hudson, Dennis, American Society of Safety Engineers",2014,"ASSE","'big+data'"
"Evolution of Uncertainty Methods in Decline Curve Analysis","SPE-179980-MS","conference-paper","Purvis, D. C., P.E Consultant | Kuzma, Heidi, BetaZi",2016,"SPE","'big+data'"
"Evolution of Drilling Dynamics Measurement Systems","SPE-189431-MS","conference-paper","Akimov, O., Baker Hughes, a GE company | Hohl, A., Baker Hughes, a GE company | Oueslati, H., Baker Hughes, a GE company | Reckmann, H., Baker Hughes, a GE company",2018,"SPE","'big+data'"
"Petroleum Analytics Learning Machine to Forecast Production in the Wet Gas Marcellus Shale","URTEC-2426612-MS","conference-paper","Anderson, Roger N., AKW Analytics Inc | Xie, Boyi, AKW Analytics Inc | Wu, Leon, AKW Analytics Inc | Kressner, Arthur A., AKW Analytics Inc | Frantz, Joseph H. Jr., Range Resources - Appalachia, LLC | Ockree, Matthew A., Range Resources - Appalachia, LLC | Brown, Kenneth G., Range Resources - Appalachia, LLC",2016,"URTEC","'big+data'"
"Fiber Optic Sensing: Evolution to Value","SPE-167907-MS","conference-paper","Kamal, S. Zafar, BP America Inc",2014,"SPE","'big+data'"
"Exoskeleton Technology: Making Workers Safer and More Productive","ASSE-17-579","conference-paper","Butler, Terry, Lean Steps Consulting Inc. | Wisner, Daniel, John Deere",2017,"ASSE","'big+data'"
"DrillCam: A fully integrated real-time system to image and predict ahead and around the bit","SEG-2018-2995323","conference-paper","Al-Muhaidib, Abdulaziz M., EXPEC Advanced Research Center, Saudi Aramco, Dhahran, Saudi Arabia | Liu, Yujin, Aramco Research Center-Beijing, Aramco Asia, Beijing, China | Golikov, Pavel, EXPEC Advanced Research Center, Saudi Aramco, Dhahran, Saudi Arabia | Al-Hemyari, Emad, EXPEC Advanced Research Center, Saudi Aramco, Dhahran, Saudi Arabia | Luo, Yi, EXPEC Advanced Research Center, Saudi Aramco, Dhahran, Saudi Arabia | Al-Ali, Mustafa N., EXPEC Advanced Research Center, Saudi Aramco, Dhahran, Saudi Arabia",2018,"SEG","'big+data'"
"Sea Change Advances in Power and Automation will allow an Entire Oil and Gas Production Facility to be Built on the Seabed","OTC-26860-MS","conference-paper","Bugge, Jan Ø, ABB AS | Storm-Johannessen, Pål, ABB AS | Pretlove, John, ABB AS",2016,"OTC","'big+data'"
"SAGD dynamic reservoir property characterization using machine learning","SEG-2018-2996228","conference-paper","Tiwari, Upendra, ConocoPhillips, Houston, TX | Roy, Baishali, ConocoPhillips, Houston, TX | Cardozo, Luis E., ConocoPhillips, Canada",2018,"SEG","'big+data'"
"How to Improve Sweep Efficiency of Horizontal Wells for Offshore Fluvial Oil Reservoir by ICD Inflow Control Device","OTC-28975-MS","conference-paper","He, Yifan, CNOOC | Shi, Hongfu, CNOOC | Luo, Xianbo, CNOOC",2018,"OTC","'big+data'"
"A comparison of continuous, discontinuous, and enriched Galerkin finite-element methods for elastic wave-propagation simulation","SEG-2017-17658225","conference-paper","Vamaraju, Janaki, University of Texas–Austin | Sen, Mrinal, University of Texas–Austin | De Basabe, Jonas, CICESE | Wheeler, Mary, University of Texas–Austin",2017,"SEG","'big+data'"
"E&P Notes (December 2017)","SPE-1217-0020-JPT","journal-paper","Boschee, Pam, JPT Senior Editor | Whitfield, Stephen, JPT Senior Staff Writer | Parshall, Joel, JPT Features Editor | Donnelly, John, JPT Editor",2017,"SPE","'big+data'"
"Condition Monitoring Comes of Age for Subsea Production","OTC-27632-MS","conference-paper","Smedstad, Eric, TechnipFMC | Nilsen, Geir Werner, TechnipFMC | Bressand, Jean-Yves, TechnipFMC",2017,"OTC","'big+data'"
"The Road Ahead in Seismic Processing","SEG-2013-1320","conference-paper","Berkhout, A.J. (Guus), Delft University of Technology",2013,"SEG","'big+data'"
"Geostatistical Inversion in Thin Limestone Reservoir of Low Porosity and Low Permeability: The Application in da’Anzhai Member in the Eastern Sichuan Basin","SEG-2013-0854","conference-paper","Zhongping, Li, Sinopec | Ping, Deng, Sinopec | Xiaona, Yu, Sinopec | Yuting, He, Jason Beijing Office | Xinwei, He, Jason Beijing Office | Wanlong, Zhang, Jason Beijing Office",2013,"SEG","'big+data'"
"Interactive Paperless Solution using Mobile Device in Ship and Offshore Production","SNAME-SMC-2018-091","conference-paper","Choi, Youngsu, Ship & Offshore Research Institute, Samsung Heavy Industries Co., Ltd. | Heo, Heeyoung, Ship & Offshore Research Institute, Samsung Heavy Industries Co., Ltd. | Lee, Jeonghoon, Ship & Offshore Research Institute, Samsung Heavy Industries Co., Ltd. | Park, Inha, Ship & Offshore Research Institute, Samsung Heavy Industries Co., Ltd. | Park, Jungseo, Ship & Offshore Research Institute, Samsung Heavy Industries Co., Ltd.",2018,"SNAME","'big+data'"
"Unlocking the Potential of Unconventional Reservoirs through New Generation NMR T1/T2 Logging Measurements Integrated with Advanced Wireline Logs","SPWLA-2016-P","conference-paper","Anand, Vivek, Schlumberger | Ali, Mansoor Rampurawala, Schlumberger | Abubakar, Aria, Schlumberger | Grover, Rahul, Schlumberger | Neto, Orlando, Schlumberger | Pirie, Iain, Schlumberger | Iglesias, Jorge Gonzalez, Schlumberger",2016,"SPWLA","'big+data'"
"From Reactive To Proactive: Talent Management in the “New Normal” for Oil and Gas","WPC-22-1602","conference-paper","Datta, Aleek, Accenture | Rousset, Jean-Marie, Accenture",2017,"WPC","'big+data'"
"Discover a Career in Social Media","SPE-0314-020-TWA","journal-paper","Harting, Olivia, Chevron | Conner, Erika, Chevron",2014,"SPE","'big+data'"
"SGS versus Collocated Cokriging Petrophysical Modeling: A Comparative Study in a Heterogeneous Gas Condensate Carbonate Reservoir","SPE-127381-MS","conference-paper","Tavakkoli, Meyssam, IFP School & PUT | Kharrat, Riyaz, Research Center Lab | Inaloo, Sahar, Petroleum U. of Tech Iran",2010,"SPE","'big+data'"
"EOR-Feasibility Study for a Large Carbonate Field in Kuwait","SPE-0116-0053-JPT","journal-paper","Carpenter, Chris, JPT Technology Editor",2016,"SPE","'big+data'"
"Asset Lifecycle Information Management as a Service","SPE-177574-MS","conference-paper","Koumpan, E., IBM | Noller, D., IBM US | Kaijim, W., IBM Europe | Webb, G., IBM Europe",2015,"SPE","'big+data'"
"Navigating Success in the E&P Industry: The ""BIG 8"" on Your Career Compass","SPE-0115-004-TWA","journal-paper","Haldorsen, Helge Hove, 2015 SPE President",2015,"SPE","'big+data'"
"Case Study: Enhancing PCP Performance through the Complex Failure Analysis of more than 200 Wells","SPE-189732-MS","conference-paper","Nurkas, Zhassulan, Manul LLP | Ubaidollauly, Bekmyrza, Buzachi Operating Ltd",2018,"SPE","'big+data'"
"Simulation and Uncertainty: Lessons From Other Industries","SPE-0312-020-TWA","journal-paper","Goodwin, Nigel, Essence Products and Services | Powell, Mark, Attwater Consulting",2012,"SPE","'big+data'"
"3D Post-stack Depth Migration: a Comparison of Wave Equation Techniques","SEG-1998-1163","conference-paper","Arienti, Maria Teresa, ENI-Agip E&P division, Italy | Cazzola, Luca, ENI-Agip E&P division, Italy | Marchetti, Paolo, ENI-Agip E&P division, Italy",1998,"SEG","'big+data'"
"The Dawn of a New Automation Consortium","SPE-0715-0046-JPT","journal-paper","Jacobs, Trent, JPT Senior Technology Writer",2015,"SPE","'big+data'"
"Energy 360: Invited Perspective: Reservoir Modeling Today and Tomorrow","SPE-0515-0014-JPT","journal-paper","Haldorsen, Helge, 2015 SPE President | Leach, Patrick, Decision Strategies",2015,"SPE","'big+data'"
