"book_title","paper_id","dc_type","authors","year","source","keyword"
"Video:                  The Control Room is Anywhere and Everywhere: Putting the Industrial Internet of Things to Work Offshore and Beyond","OTC-28943-PT","presentation","Zornio, Peter, Emerson Automation Solutions",2018,"OTC","'big+data'"
"Electrical Submersible Pump Operation Optimization with Time Series Production Data Analysis","SPE-181030-MS","conference-paper","Zhu, David, Baker Hughes Inc. | Alyamkin, Sergey, Baker Hughes Inc. | Sesack, Laura, Baker Hughes Inc. | Bridges, Jeffrey, Baker Hughes Inc. | Letzig, Jamie, Baker Hughes Inc.",2016,"SPE","'big+data'"
"The direction of cognitive technologies development in the Upstream Division of Gazprom Neft Company (Russian)","OIJ-2017-12-006-009-RU","journal-paper","Yakovlev, V. V., Gazprom Neft PJSC, RF, Saint-Petersburg | Khasanov, M. M., Gazpromneft NTC LLC, RF, Saint-Petersburg | Sitnikov, A. N., Gazpromneft NTC LLC, RF, Saint-Petersburg | Prokofiev, D. O., Gazpromneft NTC LLC, RF, Saint-Petersburg | Pustovskikh, A. A., Gazpromneft NTC LLC, RF, Saint-Petersburg | Margarit, A. S., Gazpromneft NTC LLC, RF, Saint-Petersburg | Simonov, M. V., Gazpromneft NTC LLC, RF, Saint-Petersburg | Perets, D. S., Gazpromneft NTC LLC, RF, Saint-Petersburg",2017,"OIJ","'big+data'"
"Robust Regression and Band Switching to Improve DAS Flow Estimates","SPE-191721-MS","conference-paper","Park, Tim, Shell Global Solutions | Paleja, Rakesh, Shell Global Solutions | Wojtaszek, Magdalena, Shell Global Solutions",2018,"SPE","'big+data'"
"Hierarchy of data verification approaches for production and development control (Russian)","OIJ-2017-12-075-077-RU","journal-paper","Andrianova, A. M., Gazpromneft NTC LLC, RF, Saint-Petersburg | Margarit, A. S., Gazpromneft NTC LLC, RF, Saint-Petersburg | Perets, D. S., Gazpromneft NTC LLC, RF, Saint-Petersburg | Simonov, M. V., Gazpromneft NTC LLC, RF, Saint-Petersburg",2017,"OIJ","'big+data'"
"The Control Room is Anywhere and Everywhere: Putting the Industrial Internet of Things to Work Offshore and Beyond","OTC-28943-MS","conference-paper","Zornio, Peter, Emerson Automation Solutions",2018,"OTC","'big+data'"
"Using a Business Intelligence Tool for Drilling Data Analysis in the Permian Basin","SPE-191937-MS","conference-paper","Chen, Zhenyu, Schlumberger | Lo, Allen, Schlumberger | Neves Carrasquilla, Maria, Schlumberger | Zhao, Zhiguo, Schlumberger | Shahid, Tanveer, Schlumberger",2018,"SPE","'big+data'"
"Accelerating Well Construction Using a Digital Twin Demonstrated on Unconventional Well Data in North America","URTEC-2902186-MS","conference-paper","Saini, Gurtej, University of Texas at Austin | Ashok, Pradeepkumar, University of Texas at Austin | van Oort, Eric, University of Texas at Austin | Isbell, Matthew R., Hess Corp",2018,"URTEC","'big+data'"
"Statistical Analysis of Raageshwari Deep Gas Fracturing and Production Logging Data for Understanding Fracture Performance and Future Optimization","SPE-191400-18IHFT-MS","conference-paper","Bhardwaj, Charu, Cairn Oil & Gas, a vertical of Vedanta Limited | Ranjan, Vishal, Cairn Oil & Gas, a vertical of Vedanta Limited | Pathak, Shashank, Cairn Oil & Gas, a vertical of Vedanta Limited | Tiwari, Shobhit, Cairn Oil & Gas, a vertical of Vedanta Limited | Tripathi, Archit, Cairn Oil & Gas, a vertical of Vedanta Limited | Beohar, Abhudai, Cairn Oil & Gas, a vertical of Vedanta Limited",2018,"SPE","'big+data'"
"Extracted Pore-Network Model for Shales Characterizing Geometry of Void Space","URTEC-2901785-MS","conference-paper","Zheng, Da, University of Oklahoma | Reza, Zulfiquar A., University of Oklahoma",2018,"URTEC","'big+data'"
"Oilfield Data Analytics: Linking Fracturing Chemistry and Well Productivity","URTEC-2903086-MS","conference-paper","Khvostichenko, Daria, Schlumberger | Makarychev-Mikhailov, Sergey, Schlumberger",2018,"URTEC","'big+data'"
"Profit and Loss at the Wellhead Producing From the Wells That are Profitable and Shutting-in the Loss-makers","SPE-167419-MS","conference-paper","Forrester, Dean, Accenture | Trescott, Jenna M., Accenture | Nell, Johan, Accenture | Landgren, Ken, SAP",2013,"SPE","'big+data'"
"Degradation Study on Materials for Dissolvable Frac Plugs","URTEC-2901283-MS","conference-paper","Takahashi, Shinya, Kureha Corporation | Shitsukawa, Aki, Kureha Corporation | Okura, Masayuki, Kureha Energy Solutions",2018,"URTEC","'big+data'"
"A Roadmap for Adopting a Digital Lifecycle Approach to Offshore Oil and Gas Production","OTC-28669-MS","conference-paper","Grange, Elgonda La, Director of Digital Solutions at Dresser-Rand, a Siemens Business",2018,"OTC","'big+data'"
"Data Driven Analysis for Rapid and Credible Decision Making: Heavy Oil Case Study","SPE-188635-MS","conference-paper","Kaushik, A., Shell India Markets Private Ltd | Kumar, V., Shell India Markets Private Ltd | Mishra, A., Shell Development Oman | Tummala, P., Shell India Markets Private Ltd",2017,"SPE","'big+data'"
"Rate of Penetration (ROP) Modeling Using Hybrid Models: Deterministic and Machine Learning","URTEC-2896522-MS","conference-paper","Hegde, Chiranth, The University of Texas | Soares, Cesar, The University of Texas | Gray, Ken, The University of Texas",2018,"URTEC","'big+data'"
"Video:                  Building Cloud Services for Monitoring Offshore Equipment and Operators","OTC-28792-PT","presentation","Tang, S., Scivita Inc. | Wang, R., Scivita Inc. | Zhao, X., Scivita Inc. | Nie, X., Scivita Inc.",2018,"OTC","'big+data'"
"A Large-Scale Study for a Multi-Basin Machine Learning Model Predicting Horizontal Well Production","SPE-191538-MS","conference-paper","Amr, Salma, Raisa Energy | El Ashhab, Hadeer, Raisa Energy | El-Saban, Motaz, Raisa Energy | Schietinger, Paul, Raisa Energy | Caile, Curtis, Raisa Energy | Kaheel, Ayman, Raisa Energy | Rodriguez, Luis, Raisa Energy",2018,"SPE","'big+data'"
"Rock Texture Characterization from Automated Petrographic Analysis","SPE-184007-MS","conference-paper","Hussain, Maaruf, Baker Hughes | Minhas, Naeem-Ur-Rehman, Baker Hughes | Saad, Bilal, Baker Hughes | Nair, Asok, Baker Hughes",2017,"SPE","'big+data'"
"Cyber Security - Understanding Your Threat Landscape","OTC-28933-MS","conference-paper","Jorgensen, John M., ABS | McSweeney, Kevin P., ABS",2018,"OTC","'big+data'"
"Drilling and Completion Optimization in Unconventional Reservoirs with Data-Driven Models","SPE-176820-MS","conference-paper","Holdaway, Keith R., SAS Institute Inc. | Laing, Moray L., SAS Institute Inc.",2015,"SPE","'big+data'"
"Transdimensional geosteering inversion: A data-driven schematic for geophysical interpretation and uncertainty quantification","SEG-2018-2998450","conference-paper","Shen, Qiuyang, University of Houston | Chen, Jiefu, University of Houston | Wu, Xuqing, University of Houston | Han, Zhu, University of Houston | Wang, Hanming, Chevron",2018,"SEG","'big+data'"
"Probabilistic Production Data Analysis Applied to ESP Selection","SPE-181222-MS","conference-paper","Cardona, Andres, Baker Hughes Inc | Kadio-Morokro, Benedicte, Baker Hughes Inc | Knight, Jeff, Baker Hughes Inc",2016,"SPE","'big+data'"
"Platform Modular Drilling Rig – An Improved Design to Help Achieve Better Returns in Low Oil Price Environment","OTC-28969-MS","conference-paper","Tang, S., Scivita Inc. | Zhu, X., China Oilfield Services Ltd.",2018,"OTC","'big+data'"
"Multilayer-geosteering inversion using particle-swarm optimization","SEG-2018-2998340","conference-paper","Yan, Li, University of Houston | Lu, Han, University of Houston | Shen, Qiuyang, University of Houston | Wang, Hanming, Chevron | Fu, Xin, University of Houston | Chen, Jiefu, University of Houston",2018,"SEG","'big+data'"
"Induced Fracture Modelling and Its Integration with Pressure Transient Analysis: Study for a Shallow-Water Offshore Field, South-East Asia - Part 2","SPE-172993-MS","conference-paper","Anand, A., Shell Global Solutions International B.V. | Subrahmanyam, S.G.V., Sabah Shell Petroleum Company Ltd.",2014,"SPE","'big+data'"
"Video:                  Digitalisation – The Next Frontier for the Offshore Industry","OTC-28815-PT","presentation","Dekker, Martijn, Shell | Thakkar, Anosh, Shell",2018,"OTC","'big+data'"
"Using Supervised Machine Learning Algorithms to Predict Pressure Drop in Narrow Annulus","SPE-191794-18ERM-MS","conference-paper","Singh, Kriti, University of Tulsa | Miska, Stefan, University of Tulsa | Ozbayoglu, Evren, University of Tulsa | Alp Aydin, Batur, Turkish Pretroleum Corporation",2018,"SPE","'big+data'"
"Video:                  Improved Operation of Subsea Boosting Systems through Advanced Condition Monitoring and Data Analytics","OTC-28736-PT","presentation","Johnsrud, Per Christian, Åge Hofstad | Tømmerberg, Kyrre, Aker Solutions | Haaverstad, Marius, Aker Solutions",2018,"OTC","'big+data'"
"RB-FEA Based Digital Twin for Structural Integrity Assessment of Offshore Structures","OTC-29005-MS","conference-paper","Sharma, Partha, DNV GL, Katy | Knezevic, David, Akselos, Cambridge | Huynh, Phuong, Akselos, Cambridge | Malinowski, Grzegorz, DNV GL, Katy",2018,"OTC","'big+data'"
"Bi-objective optimization for seismic survey design","SEG-2017-17632413","conference-paper","Monsegny, Jorge, University of Calgary",2017,"SEG","'big+data'"
"A Fiber-Optic Assisted Multilayer Perceptron Reservoir Production Modeling: A Machine Learning Approach in Prediction of Gas Production From the Marcellus Shale","URTEC-2902641-MS","conference-paper","Ghahfarokhi, Payam Kavousi, West Virginia University | Carr, Timothy, West Virginia University | Bhattacharya, Shuvajit, University of Alaska Anchorage | Elliott, Justin, West Virginia University | Shahkarami, Alireza, Saint Francis University | Martin, Keithan, West Virginia University",2018,"URTEC","'big+data'"
"Digitalisation – The Next Frontier for the Offshore Industry","OTC-28815-MS","conference-paper","Dekker, Martijn, Shell | Thakkar, Anosh, Shell",2018,"OTC","'big+data'"
"Increasing Production Efficiency via Compressor Failure Predictive Analytics Using Machine Learning","OTC-28990-MS","conference-paper","Pandya, D., Shell Global Solutions | Srivastava, A., Shell Business Operations | Doherty, A., Shell U.K. Limited | Sundareshwar, S., Shell UK Ltd. | Needham, C., Shell U.K. Oil Products | Chaudry, A., Shell Global Solutions | KrishnaIyer, S., Shell Business Operations",2018,"OTC","'big+data'"
"Rapid Data Integration and Analysis for Upstream Oil and Gas Applications","SPE-174907-MS","conference-paper","Cheung, Chung Ming, University of Southern California | Goyal, Palash, University of Southern California | Harris, Greg, University of Southern California | Patri, Om, University of Southern California | Srivastava, Ajitesh, University of Southern California | Zhang, Yinuo, University of Southern California | Panangadan, Anand, University of Southern California | Chelmis, Charalampos, University of Southern California",2015,"SPE","'big+data'"
"Utilizing a Fully Automated MPD System to Run and Cement 9-5/8 in. Liner String in HPHT Gas Wells","SPE-190006-MS","conference-paper","Aljubran, M. J, Saudi Aramco | Oqaili, A. H., Saudi Aramco | Ezi, P. C., Saudi Aramco | Iturrios, C. O., Weatherford",2018,"SPE","'big+data'"
"Rapid S-Curve Update Using Ensemble Variance Analysis with Model Validation","SPE-185630-MS","conference-paper","He, Jincong, Chevron Energy Technology Company | Tanaka, Shusei, Chevron Energy Technology Company | Wen, Xian-Huan, Chevron Energy Technology Company | Kamath, Jairam, Chevron Energy Technology Company",2017,"SPE","'big+data'"
"Video:                  Applying Real Time Data Analytics to Early Detect Underreamer Failure During Hole Enlargement While Drilling at Deepwater Gulf of Mexico","OTC-27575-PT","presentation","Wu, Xianping, Shell International Exploration and Production | Liu, Yu, Shell International Exploration and Production | Martinez, Manny, Shell International Exploration and Production",2017,"OTC","'big+data'"
"Application of Machine Learning Methods for Modeling the Current Indicators of Operating Wells Stock of PJSC Gazprom Neft (Russian)","SPE-191585-18RPTC-RU","conference-paper","Teplyakov, Nikolay, LLC GAZPROMNEFT SCIENCE & TECHNOLOGY CENTRE | Slabetskiy, Andrey, LLC GAZPROMNEFT SCIENCE & TECHNOLOGY CENTRE | Sarapulov, Nikolay, LLC GAZPROMNEFT SCIENCE & TECHNOLOGY CENTRE | Simonov, Maksim, LLC GAZPROMNEFT SCIENCE & TECHNOLOGY CENTRE | Perets, Dmitriy, LLC GAZPROMNEFT SCIENCE & TECHNOLOGY CENTRE | Kotezhekov, Viktor, LLC GAZPROMNEFT SCIENCE & TECHNOLOGY CENTRE | Andrianova, Alla, LLC GAZPROMNEFT SCIENCE & TECHNOLOGY CENTRE",2018,"SPE","'big+data'"
"Video:                  Using a Cognitive Analytic Approach to Enhance Cybersecurity on Oil and Gas OT Systems","OTC-27895-PT","presentation","Rosner, M., SparkCognition | Herve, P., SparkCognition | Moore, K., SparkCognition",2017,"OTC","'big+data'"
"Smart Oilfield Safety Net - An Intelligent System for Integrated Asset Integrity Management","SPE-191718-MS","conference-paper","Saeed, Muhammad Rizwan, University of Southern California | Chelmis, Charalampos, University at Albany, SUNY | Prasanna, Viktor K., University of Southern California",2018,"SPE","'big+data'"
"Enabling Autonomous Well Optimization Via Using IoT-Enabled Devices and Machine Learning in Bakken Horizontal Wells","SPE-190955-MS","conference-paper","Freeman, Jack, Equinor | Kulkarni, Pandurang, Equinor | Benoit, Ryan, Ambyint | Filipi, Jesse, Ambyint | Arnst, Brian, Ambyint",2018,"SPE","'big+data'"
"Real-Time Streaming Data Management as a Platform for Large-Scale Mission Critical Sensor Network Applications.","SPE-163698-MS","conference-paper","Abadie, Victor H., Consulting Geologist | Beggs, Ronnie, SQLstream, Inc.",2013,"SPE","'big+data'"
"Application of Machine Learning Algorithms for Optimizing Future Production in Marcellus Shale, Case Study of Southwestern Pennsylvania","SPE-191827-18ERM-MS","conference-paper","Shahkarami, Alireza, Saint Francis University | Ayers, Kimberly, Ayers Petroleum Consulting | Wang, Guochang, Saint Francis University | Ayers, Alivia, Ayers Petroleum Consulting",2018,"SPE","'big+data'"
"Optimization of Models for Rapid Identification of Oil and Water Layers During Drilling - A Win-Win Strategy Based on Machine Learning","SPE-192833-MS","conference-paper","Sun, Jian, School of Petroleum Engineering, China University of Petroleum - Beijing | Li, Qi, School of Petroleum Engineering, China University of Petroleum - Beijing | Chen, Mingqiang, School of Petroleum Engineering, Xi'an Shiyou University - Xi'an | Ren, Long, School of Petroleum Engineering, Xi'an Shiyou University - Xi'an | Sun, Fengrui, School of Petroleum Engineering, China University of Petroleum - Beijing | Ai, Yong, Exploration and Development Institution Tarim Oil Field - Korla | Tang, Kang, School of Petroleum Engineering, Xi'an Shiyou University - Xi'an",2018,"SPE","'big+data'"
"Applications of Machine Learning and Data Mining in SpeedWise® Drilling Analytics: A Case Study","SPE-193224-MS","conference-paper","Ma, Zheren, Quantum Reservoir Impact | Karimi Vajargah, Ali, Quantum Reservoir Impact | Lee, Hanna, Quantum Reservoir Impact | Kansao, Rami, Quantum Reservoir Impact | Darabi, Hamed, Quantum Reservoir Impact | Castineira, David, Quantum Reservoir Impact",2018,"SPE","'big+data'"
"Video:                  Robust Regression and Band Switching to Improve DAS Flow Estimates","SPE-191721-PT","presentation","Park, Tim, Shell Global Solutions | Paleja, Rakesh, Shell Global Solutions | Wojtaszek, Magdalena, Shell Global Solutions",2018,"SPE","'big+data'"
"Real-Time Bit Wear Monitoring and Prediction Using Surface Mechanics Data Analytics: A Step Toward Digitization Through Agile Development","SPE-189602-MS","conference-paper","Liu, Yu, Shell International Exploration and Production Inc | Kibbey, Justin, Shell International Exploration and Production Inc | Bai, Yanbin, Shell International Exploration and Production Inc | Wu, Xianping, Shell International Exploration and Production Inc",2018,"SPE","'big+data'"
"Drilling Interbedded and Hard Formations with PDC Bits Considering Structural Integrity Limits","SPE-189608-MS","conference-paper","Pastusek, Paul, ExxonMobil Development Co | Sanderson, Derek, XTO | Minkevicius, Andrius, ExxonMobil Development Co. | Blakeman, Zachary, ExxonMobil Development Co. | Bailey, Jeff, ExxonMobil Development Co.",2018,"SPE","'big+data'"
"Use of Quantitative Risk Analysis Methods to Determine the Expected Drilling Parameter Operating Window Prior to Operation Start: Example From Two Wells in the North Sea","SPE-184693-MS","conference-paper","Daireaux, Benoît, IRIS/DrillWell | Cayeux, Eric, IRIS/DrillWell | Haavardstein, Stein, ConocoPhillips | Stokland, Leif Magne, Wintershall",2017,"SPE","'big+data'"
"Human Factors Engineering in the Design and Deployment of a Novel Data Aggregation and Distribution System for Drilling Operations","SPE-184743-MS","conference-paper","Behounek, Michael, Apache Corp | Thetford, Taylor, Apache Corp | Yang, Lisa, Apache Corp | Hofer, Evan, Apache Corp | White, Matthew, Apache Corp | Ashok, Pradeepkumar, Intellicess Inc. | Ambrus, Adrian, Intellicess Inc. | Ramos, Dawson, Intellicess Inc.",2017,"SPE","'big+data'"
"Method of clusterization of ground waters with application of heuristic algorithms (Russian)","OIJ-2018-05-098-103-RU","journal-paper","Mihajlov, A. G., BashNIPIneft LLC, RF, Ufa | Shubin, S. S., BashNIPIneft LLC, RF, Ufa | Valiahmetov, R. I., BashNIPIneft LLC, RF, Ufa | Alferov, A. V., BashNIPIneft LLC, RF, Ufa",2018,"OIJ","'big+data'"
"Video:                  Functional Design Specification FDS for MPD Equipment Installation on Deepwater Drillships","OTC-28876-PT","presentation","Patil, Harshad, Weatherford | Deshpande, Kedar, Weatherford | Dietrich, Earl, Weatherford | Arnone, Maurizio, Weatherford",2018,"OTC","'big+data'"
"What Causes Depth Errors in Surface-Based Drilling Sensor Systems?","SPE-178794-MS","conference-paper","Lai, Stephen W., Pason Systems | Pawson, Mark, Pason Systems | Wang, Julian, Pason Systems | Mukanov, Nurlan, Pason Systems | Wilson, Tom, Pason Systems | Dansereau, Vincent, Pason Systems",2016,"SPE","'big+data'"
"Meeting the Challenges of Upcoming Subsea Field Developments: From Carbon Steel Line Pipe to New Materials and Pipe Concepts","ISOPE-I-17-614","conference-paper","Bruschi, R., Saipem SpA | Bartolini, L. M., Saipem SpA | Cherubini, P., Saipem SpA | Torselletti, E., Saipem SpA | Vitali, L., Saipem SpA",2017,"ISOPE","'big+data'"
"How Can We Turn Intelligent Energy into Profitable Operations?","SPE-181078-MS","conference-paper","Crompton, Jim, Noah Consulting",2016,"SPE","'big+data'"
"Characterization of the CO2-Fluid-Shale Interface Via Feature Relocation Using Field-Emission Scanning Electron Microscopy, in Situ Infrared Spectroscopy, and Pore Size Analysis","SPE-191828-18ERM-MS","conference-paper","Goodman, Angela, National Energy Technology Laboratory | Sanguinito, Sean, National Energy Technology Laboratory | Kutchko, Barbara, National Energy Technology Laboratory | Natesakhawat, Sittichai, National Energy Technology Laboratory | Culp, Jeff, National Energy Technology Laboratory",2018,"SPE","'big+data'"
"Accounting for Serial Autocorrelation in Decline Curve Analysis of Marcellus Shale Gas Wells","SPE-191788-18ERM-MS","conference-paper","Morgan, Eugene, The Pennsylvania State University",2018,"SPE","'big+data'"
"Corporate Wikipedia in Upstream: Bimodal IT Case","SPE-181270-MS","conference-paper","Khasanov, M. M., LLC Gazpromneft Science & Technology Center | Krasnov, F. V., LLC Gazpromneft Science & Technology Center | Belozerov, B. V., LLC Gazpromneft Science & Technology Center",2016,"SPE","'big+data'"
"Real-Time Drilling Optimization and Rig Activity-Based Models Deliver Best-In-Class Drilling Performance: Case History","SPE-184744-MS","conference-paper","Kumar, Dev, Weatherford | Jarrett, Cameron, Weatherford | Smith, Gregory, Weatherford | Smith, Mark, Weatherford | Cheatham, Curtis, Weatherford | Kolstad, Eric, Hawkwood Energy | Brooks, Scott, Hawkwood Energy",2017,"SPE","'big+data'"
"Data-Driven Production Forecasting of Unconventional Wells with Apache Spark","SPE-190098-MS","conference-paper","Mohammadmoradi, Peyman, University of Calgary | Moradi, Hessam M., University of Houston | Kantzas, Apostolos, University of Calgary",2018,"SPE","'big+data'"
"Reduced Cluster Spacing: From Concept to Implementation – A Case History","SPE-191801-18ERM-MS","conference-paper","Deasy, Michael, Range Resources – Appalachia, LLC | Brown, Kenneth, Range Resources – Appalachia, LLC | He, Jonathan, Range Resources – Appalachia, LLC | Lipscomb, Wade, Range Resources – Appalachia, LLC | Ockree, Matthew, Range Resources – Appalachia, LLC | Voller, Katharine, Range Resources – Appalachia, LLC | Frantz, Joe, Range Resources – Appalachia, LLC",2018,"SPE","'big+data'"
"Functional Design Specification FDS for MPD Equipment Installation on Deepwater Drillships","OTC-28876-MS","conference-paper","Patil, Harshad, Weatherford | Deshpande, Kedar, Weatherford | Dietrich, Earl, Weatherford | Arnone, Maurizio, Weatherford",2018,"OTC","'big+data'"
"Artificial Intelligence in HSE","SPE-192820-MS","conference-paper","Hojageldiyev, Dayanch, Dragon Oil Turkmenistan Ltd.",2018,"SPE","'big+data'"
"Drilling Through Data: Automated Kick Detection Using Data Mining","SPE-193687-MS","conference-paper","Alouhali, Raed, Saudi Aramco | Aljubran, Mohammad, Saudi Aramco | Gharbi, Salem, Saudi Aramco | Al-yami, Abdullah, Saudi Aramco",2018,"SPE","'big+data'"
"Performance Forecast and Optimization Workflow for Horizontal Wells: A Case Study on Utica-Point Pleasant Shale Play","SPE-187511-MS","conference-paper","Shahkarami, Alireza, Saint Francis University | Wang, Guochang, Saint Francis University | Belyadi, Hoss, West Virginia University",2017,"SPE","'big+data'"
"Statistical Method for Error Prediction in Decision Support and Control Systems","SPE-184735-MS","conference-paper","Aghito, Manuel, SINTEF Petroleum Research",2017,"SPE","'big+data'"
"A Novel Networked Check Point System Keeps Track of Human and Vehicle Flow in and out of Oilfield Locations","SPE-187439-MS","conference-paper","Haci, Marc, WellFence LLC | Quezada, Arturo, WellFence LLC",2017,"SPE","'big+data'"
"Transforming the World of Asset Management in Near Real-Time Using an Intelligent Application to Optimize Daily Production Operations","SPE-181502-MS","conference-paper","Gupta, Supriya, Frontender Corporation | Kansao, Rami, Frontender Corporation | Saputelli, Luigi, Frontender Corporation | Escorcia, Alvaro, Frontender Corporation",2016,"SPE","'big+data'"
"Video:                  RB-FEA Based Digital Twin for Structural Integrity Assessment of Offshore Structures","OTC-29005-PT","presentation","Sharma, Partha, DNV GL, Katy | Knezevic, David, Akselos, Cambridge | Huynh, Phuong, Akselos, Cambridge | Malinowski, Grzegorz, DNV GL, Katy",2018,"OTC","'big+data'"
"Visual Data Analytics: Morphological Image Processing Approach on the Evaluation of Foamed Cement Quality","SPE-181476-MS","conference-paper","Ding, Bingjie, University of Houston | Samuel, Robello, Halliburton",2016,"SPE","'big+data'"
"Modeling and Data Analytics Workflow From Delineation to Development: A Case Study Utilizing Limited Data in the Extensional Deep Dry Utica Shale Play of Pennsylvania","SPE-191468-MS","conference-paper","Passman, Andrea, CNX Resources",2018,"SPE","'big+data'"
"US Shale Revolution Impacts on Deepwater and Global Energy Landscape","OTC-27566-MS","conference-paper","Chin, Y. Doreen, Subsea Engineering Technologies | Roark, Terren, Subsea Engineering Technologies",2017,"OTC","'big+data'"
"AI Supports Information Discovery and Analysis in an SPE Research Portal","SPE-191758-MS","conference-paper","Schoen, Eric, i2k Connect LLC | Smith, Reid, i2k Connect LLC | Boden, John, SPE International",2018,"SPE","'big+data'"
"A Novel Adaptive Non-Linear Regression Method to Predict Shale Oil Well Performance Based on Well Completions and Fracturing Data","SPE-185695-MS","conference-paper","Bakshi, Amol, Chevron ETC | Uniacke, Eric, Chevron ETC | Korjani, Mehdi, Univ. of Southern California, Los Angeles | Ershaghi, Iraj, Univ. of Southern California, Los Angeles",2017,"SPE","'big+data'"
"Interactive Experience and Learning Model can Reduce Non-Productive Time NPT","OTC-28300-MS","conference-paper","Brechan, Bjorn, NTNU | Sangesland, Sigbjorn, NTNU | Dale, Stein Inge, NTNU | Aranjo, Brendan, NTNU",2018,"OTC","'big+data'"
"Enabling Real-Time Asset Analytics for a Cloud-Based Fiber-Optic Data Management System","SPE-191592-MS","conference-paper","Yang, Lei, Baker Hughes, a GE company | Bale, Derek S., Baker Hughes, a GE company | Yang, Don, Baker Hughes, a GE company | Raum, Matthew, Baker Hughes, a GE company | Bello, Oladele, Baker Hughes, a GE company | Failla, Roberto, Baker Hughes, a GE company | Lerohl, David, Baker Hughes, a GE company | Knowles, David, Shell Global Solutions US Inc",2018,"SPE","'big+data'"
"Digital Oilfield Implementation Challenges Management in Offshore Environment","OTC-28843-MS","conference-paper","Udofia, Emmanuel, Salvic Petroleum Resources | Obong, Benjamin, Shell",2018,"OTC","'big+data'"
"Video:                  Digital Oilfield Implementation Challenges Management in Offshore Environment","OTC-28843-PT","presentation","Udofia, Emmanuel, Salvic Petroleum Resources | Obong, Benjamin, Shell",2018,"OTC","'big+data'"
"Predicting Economic Value in Unexplored Regions of an Unconventional Liquids Rich Play","SPE-189815-MS","conference-paper","Yip, J., Repsol Oil & Gas Canada Inc. | Miller, P., Repsol Oil & Gas Canada Inc. | Branter, T., Repsol Oil & Gas Canada Inc.",2018,"SPE","'big+data'"
"Model-Centric Digital Subsea Pipeline Design Process and Framework","OTC-29013-MS","conference-paper","Laye, A., Saipem SA | Victoire, K., Saipem SA | Cocault-Duverger, V., Saipem SA",2018,"OTC","'big+data'"
"Detecting and Removing Outliers in Production Data to Enhance Production Forecasting","SPE-179958-MS","conference-paper","Chaudhary, Nitinkumar L., University of Houston | Lee, W. John, Texas A&M University",2016,"SPE","'big+data'"
"An Algorithm to Automatically Zero Weight on Bit and Differential Pressure and Resulting Improvements in Data Quality","SPE-189636-MS","conference-paper","Neufeldt, Adam C., Pason Systems | Lai, Stephen W., Pason Systems | Kristjansson, Sean D., Pason Systems",2018,"SPE","'big+data'"
"The Gaussian Process Regression for TOC Estimation Using Wireline Logs in Shale Gas Reservoirs","IPTC-18636-MS","conference-paper","Yu, Hongyan, Shaanxi Key Laboratory of Exploration And Comprehensive Utilization of Mineral resources, State Key Laboratory of Continental Dynamics, Geology Department of Northwest University, Research Institute of BEG, CNPC | Wang, Zhenliang, Geology Department of Northwest University | Rezaee, Reza, Department of Petroleum Engineering, Curtin University | Zhang, Yihuai, Department of Petroleum Engineering, Curtin University | Xiao, Liang, China University of Geoscience | Luo, Xiaorong, Institute of Geology and Geophysics & Key Laboratory of Petroleum Resource Research, Chinese Academy of Science | Wang, Xiangzeng, Shaanxi Yanchang Petroleum Group Co., Ltd | Zhang, Lixia, Shaanxi Yanchang Petroleum Group Co., Ltd",2016,"IPTC","'big+data'"
"A Novel Approach to Generating a Hurricane Database for the Gulf of Mexico Based on Numerical Weather Prediction Models","OTC-28909-MS","conference-paper","Liria, Juan, Fugro | Coelho, Henrique, Fugro | Sproson, Dave, Fugro | Martinho, Paulo, Fugro | Webb, Cody, Fugro | Oropeza, Fernando, Fugro | Bradon, Jill, Fugro | Smith, Rosemary, Fugro",2018,"OTC","'big+data'"
"Approach towards Establishing Unified Petroleum Data Analytics Environment to Enable Data Driven Operations Decisions","SPE-181388-MS","conference-paper","David, Richard Mohan, Abu Dhabi Company For Onshore Petroleum Operations Ltd.",2016,"SPE","'big+data'"
"Machine Learning Applied to Optimize Duvernay Well Performance","SPE-189823-MS","conference-paper","Bowie, Braden, Apache Corporation",2018,"SPE","'big+data'"
"Bridging The Gap Between Subsurface and Surface Disciplines - A Tool for The Modern Facilities Engineer","SPE-187462-MS","conference-paper","Cristea, Z., Stochastic Asset Management | Cristea, T., Independent",2017,"SPE","'big+data'"
"A Predictive Model for Improving the Efficiency of Frac Jobs","SPE-174058-MS","conference-paper","Korjani, Mohammad M., University of Southern California | Mendel, Jerry M., University of Southern California | Ershaghi, Iraj, University of Southern California",2015,"SPE","'big+data'"
"Smart Alarming for Intelligent Surveillance of Electrical Submersible Pump Systems","SPE-187079-MS","conference-paper","Adesanwo, Moradeyo, Baker Hughes Incorporated | Bello, Oladele, Baker Hughes Incorporated | Lazarus, Sony, Baker Hughes Incorporated | Denney, Tommy, Baker Hughes Incorporated",2017,"SPE","'big+data'"
"A Parallel Framework for Reservoir Simulators on Distributed-memory Supercomputers","SPE-176045-MS","conference-paper","Liu, Hui, | Wang, Kun, | Chen, Zhangxin, | Jordan, Kirk E., | Luo, Jia, | Deng, Hui,",2015,"SPE","'big+data'"
