"book_title","paper_id","dc_type","authors","year","source","keyword"
"Designing an Optimized Surfactant Flood in the Bakken","SPE-0116-0058-JPT","journal-paper","Carpenter, Chris, JPT Technology Editor",2016,"SPE","'data+science'"
"Refracturing: A Second Chance To Get It Right Through Diagnostics","SPE-0116-0063-JPT","journal-paper","Carpenter, Chris, JPT Technology Editor",2016,"SPE","'data+science'"
"Big Data Analytics for Micro-Seismic Monitoring","OTC-28381-MS","conference-paper","Joshi, P., Wipro Ltd | Thapliyal, R., Wipro Ltd | Chittambakkam, A. A., Wipro Ltd | Ghosh, R., Wipro Ltd | Bhowmick, S., Wipro Ltd | Khan, S. N., Wipro Ltd",2018,"OTC","'data+science'"
"The Changing Shape of Petroleum Engineering Education","SPE-187115-MS","conference-paper","Ershaghi, Iraj, University of Southern California | Paul, Donald L., University of Southern California",2017,"SPE","'data+science'"
"Tapping into Your Current Data Reserves","OTC-27736-MS","conference-paper","Mowrer, Matthew, ABS Group | Roberts, Benjamin, ABS Group | Paula, Henrique, ABS Group",2017,"OTC","'data+science'"
"E&P Notes (July 2018)","SPE-0718-0021-JPT","journal-paper","Zborowski, Matt, JPT Technology Writer | Rassenfoss, Stephen, JPT Emerging Technology Senior Editor | Jacobs, Trent, JPT Digital Editor | Whitfield, Stephen, JPT Senior Staff Writer",2018,"SPE","'data+science'"
"Need for Speed: Data Analytics Coupled to Reservoir Characterization Fast Tracks Well Completion Optimization","SPE-189790-MS","conference-paper","Pankaj, Piyush, Schlumberger | Geetan, Steve, EP Energy Corporation | MacDonald, Richard, EP Energy Corporation | Shukla, Priyavrat, Schlumberger | Sharma, Abhishek, Schlumberger | Menasria, Samir, Schlumberger | Judd, Tobias, Schlumberger",2018,"SPE","'data+science'"
"Hydraulic Fracturing: Fracturing Plans and Reality Often Look Really Different","SPE-0318-0030-JPT","journal-paper","Rassenfoss, Stephen, JPT Emerging Technology Senior Editor | Zborowski, Matt, JPT Technology Writer",2018,"SPE","'data+science'"
"The Industrial IoT in Oil & Gas: Use Cases","SPE-191756-MS","conference-paper","Flichy, Philippe, Energy Embassy | Baudoin, Claude, cébé IT & Knowledge Management",2018,"SPE","'data+science'"
"Myths and Facts of Forecasting Horizontal Well Production in Unconventional Reservoirs - Are We Complicating a Simple Analysis?","URTEC-2897088-MS","conference-paper","Muralidharan, Vivek, Occidental Permian Corporation, Society of Petroleum Engineers | Joshi, Krunal, Occidental Permian Corporation, Society of Petroleum Engineers",2018,"URTEC","'data+science'"
"Enabling Autonomous Well Optimization Via Using IoT-Enabled Devices and Machine Learning in Bakken Horizontal Wells","SPE-190955-MS","conference-paper","Freeman, Jack, Equinor | Kulkarni, Pandurang, Equinor | Benoit, Ryan, Ambyint | Filipi, Jesse, Ambyint | Arnst, Brian, Ambyint",2018,"SPE","'data+science'"
"OTC at 50: Offshore Sector More Optimistic as Oil Prices Continue To Rise","SPE-0718-0038-JPT","journal-paper","Rassenfoss, Stephen, JPT Emerging Technology Senior Editor | Whitfield, Stephen, JPT Senior Staff Writer | Zborowski, Matt, JPT Technology Writer | Jacobs, Trent, JPT Digital Editor | Donnelly, John, JPT Editor",2018,"SPE","'data+science'"
"Tipping the Scale in LNG Plant Design: Considerations for Train Size, Driver Selection, and Adopting Digitalization","SPE-193321-MS","conference-paper","Guccione, Danielle, Siemens | Russell, Matthew, Siemens",2018,"SPE","'data+science'"
"Petrophysical Uncertainty Analysis Using Spatial Bootstrapping","SPWLA-2018-A","conference-paper","Mallan, Robert K., Chevron Energy Technology Company | Thorne, Julian, Chevron Energy Technology Company | Rice, Philip, Chevron Energy Technology Company | Toumelin, Emmanuel, Chevron Energy Technology Company | Clavaud, Jean-Baptiste, Chevron Energy Technology Company | Bilodeau, Bruce, Chevron Energy Technology Company",2018,"SPWLA","'data+science'"
"MyShake: Building a global smartphone earthquake early warning system","SEG-2018-2996624","conference-paper","Kong, Qingkai, Berkeley Seismology Lab, UC Berkeley | Inbal, Asaf, Berkeley Seismology Lab, UC Berkeley | Allen, Richard, Berkeley Seismology Lab, UC Berkeley | Strauss, Jennifer, Berkeley Seismology Lab, UC Berkeley",2018,"SEG","'data+science'"
"Study On the Characteristics of Storm Surge Over Taiwan Eastern Waters By Wavelet Transform","ISOPE-I-08-061","conference-paper","Lee, Beng-Chun, Department of Environmental and Hazards-Resitant Design, Huafan University Taipei Hsien, TAIWAN, China | Huan, Chiung-Chu, Institute of Ocean Technology and Marine Affairs, National Cheng Kung University Tainan, TAIWAN, China | Chuang, Laurence Zsu-Hsin, Institute of Ocean Technology and Marine Affairs, National Cheng Kung University Tainan, TAIWAN, China | Kao, Chia Chuen, Department of Hydraulics and Ocean Engineering National, Cheng Kung University Tainan, TAIWAN, China",2008,"ISOPE","'data+science'"
"Automated interpretation of top and base salt using deep convolutional networks","SEG-2018-2996306","conference-paper","Gramstad, Oddgeir, Schlumberger Stavanger Research | Nickel, Michael, Schlumberger Stavanger Research",2018,"SEG","'data+science'"
"Geological Facies Prediction Using Computed Tomography in a Machine Learning and Deep Learning Environment","URTEC-2901881-MS","conference-paper","Odi, Uchenna, Devon Energy Corporation | Nguyen, Thomas, Devon Energy Corporation",2018,"URTEC","'data+science'"
"The Rise of the Machines, Analytics, and the Digital Oilfield: Artificial Intelligence in the Age of Machine Learning and Cognitive Analytics","URTEC-2668073-MS","conference-paper","Ball, Kathryn, Devon Energy | Arbus, Tristan, Devon Energy | Odi, Uchenna, Devon Energy | Sneed, Jessamyn, Devon Energy",2017,"URTEC","'data+science'"
"Production Metric Analytics in the Wolfcamp Formation","URTEC-2872226-MS","conference-paper","Ross, Christopher P., Cross Quantitative Interpretation, LP",2018,"URTEC","'data+science'"
"Which Saturation-Height Function?","SPWLA-2016-OOO","conference-paper","Adams, Stephen J., The Petrophysicist/WellEval.com",2016,"SPWLA","'data+science'"
"Predicting ESP Lifespan With Machine Learning","URTEC-2669988-MS","conference-paper","Sneed, Jessamyn, Devon Energy Corporation",2017,"URTEC","'data+science'"
"Asset Performance Management 4.0 Internet of Things iot Enabled Condition Monitoring, a Story from a Digital Maintenance Service Provider","SPE-192636-MS","conference-paper","Ferket, Johan, Stork, a Fluor company",2018,"SPE","'data+science'"
"Use Metaheuristics to Improve the Quality of Drilling Real-Time Data for Advance Artificial Intelligent and Machine Learning Modeling. Case Study: Cleanse Hook-Load Real-Time Data","SPE-192810-MS","conference-paper","Al Gharbi, Salem, KFUPM | Ahmed, Moataz, KFUPM | ElKatatny, SalahEldin, KFUPM",2018,"SPE","'data+science'"
"Collaborative Real-Time Analysis to Reduce Non-Productive Time","SPE-191631-MS","conference-paper","Guidry, Garrett, Halliburton | Spezia, Kyle, Halliburton | Salmon, Graeme, Halliburton",2018,"SPE","'data+science'"
"Optimizing the Number of Nodes in Artificial Intelligence Neural Network Using Parallel Computing Methods","SPE-192842-MS","conference-paper","AlBar, Abdullah, Saudi Aramco | AlGharbi, Salem, Saudi Aramco | AlGoz, Ahmad, Saudi Aramco | Yami, Abdullah, Saudi Aramco",2018,"SPE","'data+science'"
"Novel Approach in Digital Diagnostic for Plunger Lift in Unconventional Wells at Vaca Muerta","SPE-190930-MS","conference-paper","Barros, J. L., YPF | Claramunt, J. I. Alvarez, YPF | Ferrigno, E., YPF",2018,"SPE","'data+science'"
"Application of Big Data Tools for Unstructured Data Analysis to Improve ESP Operation Efficiency","SPE-187738-MS","conference-paper","Sarapulov, N. P., Gazpromneft | Khabibullin, R. A., Gazpromneft",2017,"SPE","'data+science'"
"Call for More Technology Gains Dominates Unconventionals Conference","SPE-0918-0059-JPT","journal-paper","Jacobs, Trent, JPT Digital Editor | Zborowski, Matt, JPT Technology Writer | Rassenfoss, Stephen, JPT Emerging Technology Senior Editor",2018,"SPE","'data+science'"
"Digital Revolution: How Digital Technologies Will Transform E&P Business Models in Asia-Pacific","SPE-187027-MS","conference-paper","Volkenborn, Arnold, Accenture Strategy Energy | Lea-Cox, Andrew, Accenture Strategy Energy | Tan, Wei Yi, Accenture Strategy Energy",2017,"SPE","'data+science'"
"Application of Big Data Tools for Unstructured Data Analysis to Improve ESP Operation Efficiency (Russian)","SPE-187738-RU","conference-paper","Sarapulov, N. P., Gazpromneft | Khabibullin, R. A., Gazpromneft",2017,"SPE","'data+science'"
"From Insight to Foresight: Knowing How to Apply Artificial Intelligence in the Oil & Gas Industry","SPE-192629-MS","conference-paper","Haroon, Sarblund, AlphaX Decision Sciences LLC | Viswanathan, Aruna, AlphaX Decision Sciences LLC | Shenoy, Ramachandra, AlphaX Decision Sciences LLC",2018,"SPE","'data+science'"
"Improved Oil Recovery Estimation with Data Analytic Methods: A Workflow for Open Data Analysis","SPE-185740-MS","conference-paper","Kronkosky, Chad E., CEK Engineering LLC, Texas Tech University | Kronkosky, Blake C., StateTech Engineering, Texas Tech University | Ettehadtavakkol, Amin, Texas Tech University",2017,"SPE","'data+science'"
"SPE Annual Conference Confronts the Future","SPE-1116-0032-JPT","journal-paper","Donnelly, John, JPT Editor | Rassenfoss, Stephen, JPT Emerging Technology Senior Editor | Jacobs, Trent, JPT Senior Technology Writer",2016,"SPE","'data+science'"
"Elasticity Model for Joint Gas-Grid Expansion Planning Optimization","PSIG-1610","conference-paper","Borraz-Sanchez, Conrado, Los Alamos National Laboratory | Bent, Russell, Los Alamos National Laboratory | van Hentenryck, Pascal, University of Michigan | Blumsack, Seth, The Pennsylvania State University | Hijazi, Hassan, Australian National University",2016,"PSIG","'data+science'"
"A Marine Forensic Analysis of the Sinking of SS El Faro","SNAME-SMC-2018-067","conference-paper","Kery, Sean M., CACI | Adams, Jared, CSRA LLC | Kery, Sean M., CACI",2018,"SNAME","'data+science'"
"It's Raining Barrels: Cloud Computing in the O&G Industry","SPE-192515-MS","conference-paper","Kumar, Arvind, Schlumberger | Dutt, Ankit, Schlumberger | Nahar, Siddhartha, Schlumberger | Batshas, Siddhanta, Schlumberger | Majumdar, Chandan, Schlumberger | Saraiya, Rasesh, Schlumberger | Sarkar, Subhadeep, Schlumberger | Chatterjee, Chandreyi, Schlumberger",2018,"SPE","'data+science'"
"CO2-Oil Minimum Miscibility Pressure Model For Impure And Pure CO2 Streams","OMC-2007-092","conference-paper","Shokir, Eissa Mohamed El-M., King Saud University, Riyadh",2007,"OMC","'data+science'"
"Statistical Fracture Domain Methodology For DFN Modeling Applied to Site Characterization","ISRM-EUROCK-2012-019","conference-paper","Darcel, C., Itasca International Inc | Davy, P., University of Rennes I | Le Goc, R., Itasca Consultants S.A.S, Itasca International Inc",2012,"ISRM","'data+science'"
"Use of Data Analytics to Improve Well Placement Optimization Under Uncertainty","SPE-188265-MS","conference-paper","Busby, Daniel, Total SA | Pivot, Frédérik, Total SA | Tadjer, Amine, Total SA",2017,"SPE","'data+science'"
"Big Data Advanced Anlytics to Forecast Operational Upsets in Upstream Production System","SPE-193190-MS","conference-paper","Cadei, Luca, Eni SpA Upstream and Technical Services | Montini, Marco, Eni SpA Upstream and Technical Services | Landi, Fabio, Eni SpA Upstream and Technical Services | Porcelli, Francesco, Eni SpA Upstream and Technical Services | Michetti, Vincenzo, Eni SpA Upstream and Technical Services | Origgi, Matteo, The Boston Consulting Group | Tonegutti, Marco, The Boston Consulting Group | Duranton, Sylvain, The Boston Consulting Group GAMMA",2018,"SPE","'data+science'"
"An Accurate Prediction of CO2 Minimum Miscibility Pressure (MMP) Using Alternating Conditional Expectation Algorithm (ACE)","SPE-149086-MS","conference-paper","Alomair, Osamah, Kuwait University | Malallah, Adel, Kuwait University | Elsharkawy, Adel, Kuwait University | Iqbal, Maqsood, Kuwait University",2011,"SPE","'data+science'"
"Synergy and Emergence in Energy Policy Design","SPE-171535-MS","conference-paper","Blaskovich, Frank, BSI",2014,"SPE","'data+science'"
"Enhancing Rock Mechanical Characterization - New Approach To Quantitatively Determine the Imminent Failure State During Multi-Stage Triaxial Testing","SPWLA-2018-FFF","conference-paper","Ali, Syed Shujath, Baker Hughes, a GE company | Jin, Guodong, Baker Hughes, a GE company | Al Dhamen, Ali Abdullah, Baker Hughes, a GE company | Saad, Bilal, Baker Hughes, a GE company",2018,"SPWLA","'data+science'"
"Performance Enhancement of Drilling and Completions Operations in Giant Offshore Field Abu Dhabi by Tracking and Monitoring Invisible Lost Time and Defined KPIs","SPE-188238-MS","conference-paper","Raza, Syed Ali, ZADCO | Al-Braik, Haythem, ZADCO | Attalah, Mohamed, ZADCO | Corona, Mauricio, Schlumberger | Kojadinovic, Nenad, Schlumberger",2017,"SPE","'data+science'"
"Principles of Big Data Algorithms and Application for Unconventional Oil and Gas Resources","SPE-172982-MS","conference-paper","Lin, Avi, Halliburton",2014,"SPE","'data+science'"
"Merging Discrete Fracture Network Meshes With 3D Continuum Meshes of Rock Matrix: A Novel Approach","ARMA-DFNE-18-0560","conference-paper","Makedonska, Nataliia, Los Alamos National Laboratory | Gable, Carl W., Los Alamos National Laboratory | Pawar, Rajesh, Los Alamos National Laboratory",2018,"ARMA","'data+science'"
"Big Data Techniques for Ship Performance Study","ISOPE-I-18-190","conference-paper","Anagnostopoulos, Alexios, Chalmers University of Technology",2018,"ISOPE","'data+science'"
"Prospect of Water Recycling Facility Requirements for Marcellus: Application of Data Analytics","URTEC-2671618-MS","conference-paper","Ettehadtavakkol, Amin, Texas Tech University | Jamali, Ali, Texas Tech University",2017,"URTEC","'data+science'"
"Optimization of Production and CO2 Utilization Via Parametric Representation and Evaluation of WAG Schedules","SPE-179582-MS","conference-paper","Klenner, Robert, GE OGTC | Gao, Panqing, GE OGTC | Taghizadeh, Okhtay, Chaparral Energy | Iyer, Naresh, GE GRC | Azzaro, Steven, GE OGTC | Murrell, Glen, GE OGTC",2016,"SPE","'data+science'"
"Application of Mechanical Specific Energy and At-the-Bit Measurements for Geothermal Drilling Applications in Hot, High Strength, High Modulus Reservoirs","ARMA-2018-813","conference-paper","Islam, N., University of Utah | Vijapurapu, R., University of Utah | Jones, M., University of Utah | McLennan, J., University of Utah | Moore, J., University of Utah | Rickard, W., Geothermal Resources Group | Balamir, O., Geothermal Resources Group | Vagnetti, R., U.S. Department of Energy National Energy Technology Laboratory",2018,"ARMA","'data+science'"
"Reservoir Evaluation, Downhole Fluid Analysis and Reservoir Fluid Geodynamics","SPWLA-2016-NN","conference-paper","Mullins, Oliver C., Schlumberger | Dumont, Hadrien, Schlumberger | Mishra, Vinay, Schlumberger | Pfeiffer, Thomas, Schlumberger | Achourov, Vladislav, Schlumberger | Pomerantz, Andrew E., Schlumberger | Zuo, Julian Y, Schlumberger | Tilke, Peter, Schlumberger",2016,"SPWLA","'data+science'"
"Emerging Technologies and Workflows in Digital Oil Field","OTC-26562-MS","conference-paper","Chanana, P., Wipro Limited | Soni, T. M., Wipro Limited | Bhakne, U., Wipro Limited",2016,"OTC","'data+science'"
"Underwater Vehicle Model Structure and Parameters Discovering With Genetic Programming Based Symbolic Regression","ISOPE-I-17-383","conference-paper","Wu, Nai-Long, Shanghai Jiao Tong University | Wu, Chao, Shanghai Jiao Tong University | Ge, Tong, Shanghai Jiao Tong University | Wang, Xu-Yang, Shanghai Jiao Tong University | Yang, Rui, Ocean University of China",2017,"ISOPE","'data+science'"
"IT and OT Convergence, or Collision? Managing the Merger for Greenfield LNG","SPE-177443-MS","conference-paper","Garvin, Thomas, IBM Global Business Services",2015,"SPE","'data+science'"
"Estimation of Coalbed Gas Content From Elemental Analysis for Los Cuervos Formation","SPE-152681-MS","conference-paper","Rodriguez, Sandra Liliana, Natfrac Corporation | Navas-Guzman, Gustavo, Ecopetrol S.A. | Gomez Prada, Adriana, Corporation Natfrac",2012,"SPE","'data+science'"
"Oilfield Data Analytics: Linking Fracturing Chemistry and Well Productivity","URTEC-2903086-MS","conference-paper","Khvostichenko, Daria, Schlumberger | Makarychev-Mikhailov, Sergey, Schlumberger",2018,"URTEC","'data+science'"
"A Framework-Oriented Approach for Determining Attribute Importance When Building Effective Predictive Models for Oil and Gas Data Analytics","SPE-166304-MS","conference-paper","Dursun, Serkan, Halliburton | Rangarajan, Keshava, Halliburton | Singh, Amit, Halliburton",2013,"SPE","'data+science'"
"Effectively Harnessing Data to Navigate the New Normal: Overcoming the Barriers of Digital Adoption","OTC-28699-MS","conference-paper","Bailie, Bruce, Digital Officer O&G Americas; Siemens | Chinn, Matthew, Chief Operating Officer, Dresser-Rand business unit Siemens",2018,"OTC","'data+science'"
"Estimating In-Situ Relative Permeability and Capillary Pressure From Multiphysics Wireline Measurements","SPWLA-2018-QQQQ","conference-paper","Liang, Lin, Schlumberger | Venkataramanan, Lalitha, Schlumberger | Wang, Shihao, Schlumberger | Canesin, Fábio C., Schlumberger | Gkortsas, Vasileios-Marios, Schlumberger | Cig, Koksal, Schlumberger | Abubakar, Aria, Schlumberger | Habashy, Tarek M., Schlumberger",2018,"SPWLA","'data+science'"
"Effect of Incomplete Fracture Fill Up at the Wellbore on Productivity Ratio","SPE-4677-MS","conference-paper","Smith, John E., Mobil Oil Corp.",1973,"SPE","'data+science'"
"Future Workforce Education through Big Data Analysis for Drilling Optimization","SPE-184739-MS","conference-paper","Zhou, Y., The University of Texas at Austin | Baumgartner, T., The University of Texas at Austin | Saini, G., The University of Texas at Austin | Ashok, P., The University of Texas at Austin | Oort, E. van, The University of Texas at Austin | Isbell, M. R., Hess Corporation | Trichel, D. K., Hess Corporation",2017,"SPE","'data+science'"
"Effective Use of Data-Driven Methods in Brown Fields","SPE-187840-MS","conference-paper","Temizel, Cenk, Aera Energy | Putra, Dike, Rafflesia Energy | Anggraini, Henny, HESS | Moreno, Raul, Consultant | Drozdov, Oleg, Modeltech | Skiba, Andrey, Modeltech",2017,"SPE","'data+science'"
"Computational Advances and Data Analytics to Reduce Subsurface Uncertainty","ARMA-2016-493","conference-paper","Baker, D. Vic, Mid-Atlantic Technology, Research & Innovation Center | Kelly, Rose, National Energy Technology Laboratory | Bauer, Jennifer, AECOM, National Energy Technology Laboratory | Rager, David, Optimal Solutions Technologies Inc., National Energy Technology Laboratory",2016,"ARMA","'data+science'"
"Determination of Lithologic Difference at the Bottom of Wells Using Cognitive Technologies","SPE-191605-18RPTC-MS","conference-paper","Simon, Igor, Science and Technology Center of Gazprom Neft | Koryabkin, Vitaly, Science and Technology Center of Gazprom Neft | Semenikhin, Artyom, IBM Science and Technology Center | Gruzdev, Arseniy, IBM Science and Technology Center",2018,"SPE","'data+science'"
"Well Performance in New Frontiers: Reducing Risk and Uncertainty through Large Scale Data Analytics","OTC-28934-MS","conference-paper","Amirlatifi, A., Mississippi State University | Block, G., Advantek International | Abou-Sayed, O., Advantek International | Abou-Sayed, A. S., Advantek International | Zidane, A., Advantek International",2018,"OTC","'data+science'"
"Improving Oil Recovery by Use of Carbon Dioxide in the Bakken Unconventional System: A Laboratory Investigation","SPE-178948-PA","journal-paper","Jin, Lu, Energy & Environmental Research Center | Sorensen, James A., Energy & Environmental Research Center | Hawthorne, Steven B., Energy & Environmental Research Center | Smith, Steven A., Energy & Environmental Research Center | Pekot, Lawrence J., Energy & Environmental Research Center | Bosshart, Nicholas W., Energy & Environmental Research Center | Burton-Kelly, Matthew E., Energy & Environmental Research Center | Miller, David J., Energy & Environmental Research Center",2017,"SPE","'data+science'"
"How Can We Turn Intelligent Energy into Profitable Operations?","SPE-181078-MS","conference-paper","Crompton, Jim, Noah Consulting",2016,"SPE","'data+science'"
"Members in Transition: Career Planning, Job Search, Entrepreneurship and Innovation","SPE-187205-MS","conference-paper","Howes, C. Susan, Subsurface Consultants & Associates, LLC | Hite, J. Roger, Inwood Solutions, LLC | Clute-Melancon, Daniel De, Weatherford",2017,"SPE","'data+science'"
"Rethinking Appraisal: Identification of Pre- and Post-Sanction Uncertainty Drivers in Deep and Ultra Deep Gulf of Mexico Fields Using Data Mining and Data Analytics","OTC-28945-MS","conference-paper","Amirlatifi, A., Mississippi State University | Mills, J. R., DeepStar Committee-BP | Abou-Sayed, O., Advantek International | Block, G., Advantek International | Abou-Sayed, A. S., Advantek International | Zidane, A., Advantek International",2018,"OTC","'data+science'"
"Analytics Beyond R2: Year One","SPE-163713-MS","conference-paper","Sandlin, Jesse, Devon Energy Corporation | Jenkins, Chris, Devon Energy Corporation | Turk, Derrick, Devon Energy Corporation | Gavia, Jennifer, Devon Energy Corporation | Oster, Catherine, Devon Energy Corporation | Wright, Kelly, Devon Energy Corporation",2013,"SPE","'data+science'"
"Production Management Decision Analysis Using AI-Based Proxy Modeling of Reservoir Simulations – A Look-Back Case Study","SPE-170664-MS","conference-paper","Mohaghegh, Shahab D., West Virginia University | Abdulla, Fareed Al Sayed, Abu Dhabi Co. Onshore Oil Opn.",2014,"SPE","'data+science'"
"Data Ethics in Oil and Gas Operations","SPE-190117-MS","conference-paper","Ershaghi, Iraj, University of Southern California | Ershaghi, Milad A., | Popa, Andrei, Chevron",2018,"SPE","'data+science'"
"Digitalization of Safety Lifecycle Compliance for Operational Excellence.","SPE-193107-MS","conference-paper","Kapadia, Yusuf, Schneider Electric | Elliott, Steve, Schneider Electric",2018,"SPE","'data+science'"
"Investigation of Guided-Particle Transport for Noninvasive Healing of Damaged Piping Systems by Use of Electro-Magneto-Mechanical Methods","SPE-169639-PA","journal-paper","Mukherjee, Debanjan, University of California, Berkeley | Zaky, Zeyad, University of California, Berkeley | Zohdi, Tarek I., University of California, Berkeley | Salama, Amgad, King Abdullah University of Science and Technology | Sun, Shuyu, King Abdullah University of Science and Technology",2015,"SPE","'data+science'"
"Enhancing Situation Awareness and Process Safety in Offshore Drilling Operations: Applications of Eye-Tracking System","OTC-28849-MS","conference-paper","Salehi, Saeed, School of Petroleum and Geological Engineering, University of Oklahoma | Kiran, Raj, School of Petroleum and Geological Engineering, University of Oklahoma | Jeon, Jiwon, Department of Industrial & System Engineering, University of Oklahoma | Kang, Ziho, Department of Industrial & System Engineering, University of Oklahoma | Teodoriu, Catalin, University of Oklahoma | Cokely, Edward, The National Institute for Risk & Resilience",2018,"OTC","'data+science'"
"High-Performance Modeling of Carbon Dioxide Sequestration by Coupling Reservoir Simulation and Molecular Dynamics","SPE-163621-PA","journal-paper","Bao, Kai, King Abdullah University of Science and Technology | Yan, Mi, IBM | Allen, Rebecca, King Abdullah University of Science and Technology | Salama, Amgad, King Abdullah University of Science and Technology | Lu, Ligang, IBM | Jordan, Kirk E., IBM | Sun, Shuyu, King Abdullah University of Science and Technology | Keyes, David, King Abdullah University of Science and Technology",2016,"SPE","'data+science'"
"Data Analysis for Polymer Flooding That Is Based on a Comprehensive Database","SPE-169093-PA","journal-paper","Saleh, Laila, Missouri University of Science and Technology | Wei, Mingzhen, Missouri University of Science and Technology | Zhang, Yandong, Missouri University of Science and Technology | Bai, Baojun, Missouri University of Science and Technology",2017,"SPE","'data+science'"
"Sampling a Stimulated Rock Volume: An Eagle Ford Example","SPE-191375-PA","journal-paper","Raterman, Kevin T., ConocoPhillips | Farrell, Helen E., Twenty-Sixth Street Consulting | Mora, Oscar S., ConocoPhillips | Janssen, Aaron L., ConocoPhillips | Gomez, Gustavo A., ConocoPhillips | Busetti, Seth, ConocoPhillips | McEwen, Jamie, ConocoPhillips | Friehauf, Kyle, ConocoPhillips",2018,"SPE","'data+science'"
"Determination of Maximum Allowable Safe-Core-Retrieval Rates","SPE-189480-PA","journal-paper","Ashena, Rahman, University of Leoben | Thonhauser, Gerhard, University of Leoben | Ghalambor, Ali, Oil Center Research International | Rasouli, Vamegh, University of North Dakota | Manasipov, Roman, University of Leoben",2019,"SPE","'data+science'"
"Performance Comparison of Algorithms for Real-Time Rate-of-Penetration Optimization in Drilling Using Data-Driven Models","SPE-191141-PA","journal-paper","Hegde, Chiranth, University of Texas at Austin | Daigle, Hugh, University of Texas at Austin | Gray, Ken E., University of Texas at Austin",2018,"SPE","'data+science'"
"Prognosis for Safe Water-Disposal-Well Operations and Practices That Are Based on Reservoir Flow Modeling and Real-Time Performance Analysis","SPE-187083-PA","journal-paper","Gogri, Maulin Pankaj, University of Oklahoma | Rohleder, Joseph M., University of Oklahoma | Kabir, C. Shah, University of Houston | Pranter, Matthew J., University of Oklahoma | Reza, Zulfiquar A., University of Oklahoma",2018,"SPE","'data+science'"
"Investigating Gas-Adsorption, Stress-Dependence, and Non-Darcy-Flow Effects on Gas Storage and Transfer in Nanopores by Use of Simplified Local Density Model","SPE-187961-PA","journal-paper","Pang, Yu, Texas Tech University | Soliman, Mohamed Y., University of Houston | Sheng, Jie, University of Tulsa",2018,"SPE","'data+science'"
"Prediction of °API Values of Crude Oils by Use of Saturates/Aromatics/Resins/Asphaltenes Analysis: Computational-Intelligence-Based Models","SPE-184391-PA","journal-paper","Goel, Purva, CSIR-National Chemical Laboratory | Saurabh, Kumar, CSIR-National Chemical Laboratory and Indian Institute of Technology | Patil-Shinde, Veena, CSIR-National Chemical Laboratory, Bharati Vidyapeeth University College of Engineering, and Savitribai Phule Pune University | Tambe, Sanjeev S., CSIR-National Chemical Laboratory",2017,"SPE","'data+science'"
